Model,Head,Label,Var,Disease,AUC
EVA-X,XGB,NegBio,pca95,Consolidation,0.7328379334748762
EVA-X,XGB,NegBio,pca95,Edema,0.8272426912294755
EVA-X,XGB,NegBio,pca95,Enlarged_Cardiomediastinum,0.6124542124542125
EVA-X,XGB,NegBio,pca95,Fracture,0.6446041729060596
EVA-X,XGB,NegBio,pca95,Lung_Lesion,0.6741698988857252
EVA-X,XGB,NegBio,pca95,Lung_Opacity,0.6776716811565888
EVA-X,XGB,NegBio,pca95,Pleural_Effusion,0.8824043591781132
EVA-X,XGB,NegBio,pca95,Pneumonia,0.6574420206659013
EVA-X,XGB,NegBio,pca95,Pneumothorax,0.8411824668705402
EVA-X,XGB,NegBio,pca95,Pleural_Other,0.7009345794392523
EVA-X,XGB,NegBio,pca95,Support_Devices,0.73500803673938
EVA-X,XGB,NegBio,pca95,No_Finding,0.7672113334426767
MedSigLIP,i2,NegBio,raw,Atelectasis,0.7980191863563688
MedSigLIP,i2,NegBio,raw,Cardiomegaly,0.8355327996923151
MedSigLIP,i2,NegBio,raw,Consolidation,0.800483604623732
MedSigLIP,i2,NegBio,raw,Edema,0.8638491189427313
MedSigLIP,i2,NegBio,raw,Enlarged_Cardiomediastinum,0.6784371184371185
MedSigLIP,i2,NegBio,raw,Fracture,0.7413896376160527
MedSigLIP,i2,NegBio,raw,Lung_Lesion,0.7274174382889044
MedSigLIP,i2,NegBio,raw,Lung_Opacity,0.7400263749145257
MedSigLIP,i2,NegBio,raw,Pleural_Effusion,0.9097457146100579
MedSigLIP,i2,NegBio,raw,Pneumonia,0.7405373134328359
MedSigLIP,i2,NegBio,raw,Pneumothorax,0.8984029901461095
MedSigLIP,i2,NegBio,raw,Pleural_Other,0.7967525724535071
MedSigLIP,i2,NegBio,raw,Support_Devices,0.8903421354764637
MedSigLIP,i2,NegBio,raw,No_Finding,0.8169079055273085
CheXFound,XGB,CheXpert,l2,Atelectasis,0.7314048099078341
CheXFound,XGB,CheXpert,l2,Cardiomegaly,0.833914258297584
CheXFound,XGB,CheXpert,l2,Consolidation,0.6772144300606255
CheXFound,XGB,CheXpert,l2,Edema,0.8446539400170955
CheXFound,XGB,CheXpert,l2,Enlarged_Cardiomediastinum,0.5736752136752137
CheXFound,XGB,CheXpert,l2,Fracture,0.5811192896366398
CheXFound,XGB,CheXpert,l2,Lung_Lesion,0.7129263361462728
CheXFound,XGB,CheXpert,l2,Lung_Opacity,0.6510077746094416
CheXFound,XGB,CheXpert,l2,Pleural_Effusion,0.8918107992911143
CheXFound,XGB,CheXpert,l2,Pneumonia,0.6827427733519307
CheXFound,XGB,CheXpert,l2,Pneumothorax,0.8430852871219844
CheXFound,XGB,CheXpert,l2,Pleural_Other,0.7268542531120332
CheXFound,XGB,CheXpert,l2,Support_Devices,0.7897755588376538
CheXFound,XGB,CheXpert,l2,No_Finding,0.7756856368563685
CheXagent,s4,NegBio,raw,Atelectasis,0.7197903632571685
CheXagent,s4,NegBio,raw,Cardiomegaly,0.7826699582918714
CheXagent,s4,NegBio,raw,Consolidation,0.7548769457288166
CheXagent,s4,NegBio,raw,Edema,0.7967387740095428
CheXagent,s4,NegBio,raw,Enlarged_Cardiomediastinum,0.7363917262110042
CheXagent,s4,NegBio,raw,Fracture,0.6621455251561309
CheXagent,s4,NegBio,raw,Lung_Lesion,0.7273335947338064
CheXagent,s4,NegBio,raw,Lung_Opacity,0.693613159787942
CheXagent,s4,NegBio,raw,Pleural_Effusion,0.8039695522075857
CheXagent,s4,NegBio,raw,Pneumonia,0.7528725952727986
CheXagent,s4,NegBio,raw,Pneumothorax,0.8103601745221646
CheXagent,s4,NegBio,raw,Pleural_Other,0.8325356297856029
CheXagent,s4,NegBio,raw,Support_Devices,0.9137576191322552
CheXagent,s4,NegBio,raw,No_Finding,0.8288605051664754
Early_Fusion,i4,CheXpert,raw,Atelectasis,0.6404972466614722
Early_Fusion,i4,CheXpert,raw,Cardiomegaly,0.7403639714543844
Early_Fusion,i4,CheXpert,raw,Consolidation,0.6385967731667302
Early_Fusion,i4,CheXpert,raw,Edema,0.7847532712560529
Early_Fusion,i4,CheXpert,raw,Enlarged_Cardiomediastinum,0.7118944306502617
Early_Fusion,i4,CheXpert,raw,Fracture,0.5495032064218441
Early_Fusion,i4,CheXpert,raw,Lung_Lesion,0.6613479718843989
Early_Fusion,i4,CheXpert,raw,Lung_Opacity,0.7023432001099326
Early_Fusion,i4,CheXpert,raw,Pleural_Effusion,0.8071465096082487
Early_Fusion,i4,CheXpert,raw,Pneumonia,0.7378217528774398
Early_Fusion,i4,CheXpert,raw,Pneumothorax,0.8079619375515001
Early_Fusion,i4,CheXpert,raw,Pleural_Other,0.7591081642614066
Early_Fusion,i4,CheXpert,raw,Support_Devices,0.7819393373662235
Early_Fusion,i4,CheXpert,raw,No_Finding,0.829490514905149
Early_Fusion,s4,10pct,raw,Atelectasis,0.6392279679646502
Early_Fusion,s4,10pct,raw,Cardiomegaly,0.752685295993663
Early_Fusion,s4,10pct,raw,Consolidation,0.6477030207276444
Early_Fusion,s4,10pct,raw,Edema,0.7892547065149872
Early_Fusion,s4,10pct,raw,Enlarged_Cardiomediastinum,0.693522123050222
Early_Fusion,s4,10pct,raw,Fracture,0.7253264573154843
Early_Fusion,s4,10pct,raw,Lung_Lesion,0.639678854532747
Early_Fusion,s4,10pct,raw,Lung_Opacity,0.7148712077081383
Early_Fusion,s4,10pct,raw,Pleural_Effusion,0.7787700008940701
Early_Fusion,s4,10pct,raw,Pneumonia,0.7400426884933723
Early_Fusion,s4,10pct,raw,Pneumothorax,0.7750425165232164
Early_Fusion,s4,10pct,raw,Pleural_Other,0.7534487942995511
Early_Fusion,s4,10pct,raw,Support_Devices,0.8208787317202096
Early_Fusion,s4,10pct,raw,No_Finding,0.8131869918699186
MedSigLIP,XGB,10pct,raw,Atelectasis,0.7698372695852533
MedSigLIP,XGB,10pct,raw,Cardiomegaly,0.8270278279521336
MedSigLIP,XGB,10pct,raw,Consolidation,0.7513255567338283
MedSigLIP,XGB,10pct,raw,Edema,0.8431611808282646
MedSigLIP,XGB,10pct,raw,Enlarged_Cardiomediastinum,0.6698168498168499
MedSigLIP,XGB,10pct,raw,Fracture,0.6572730459165791
MedSigLIP,XGB,10pct,raw,Lung_Lesion,0.6711058368495078
MedSigLIP,XGB,10pct,raw,Lung_Opacity,0.7231020447953986
MedSigLIP,XGB,10pct,raw,Pleural_Effusion,0.9047995603113715
MedSigLIP,XGB,10pct,raw,Pneumonia,0.6936911563531021
MedSigLIP,XGB,10pct,raw,Pneumothorax,0.8594631328576282
MedSigLIP,XGB,10pct,raw,Pleural_Other,0.6950207468879668
MedSigLIP,XGB,10pct,raw,Support_Devices,0.7500067957558239
MedSigLIP,XGB,10pct,raw,No_Finding,0.7928563685636856
CheXFound,LR,NegBio,l2,Atelectasis,0.7480369515011547
CheXFound,LR,NegBio,l2,Cardiomegaly,0.8346193601115358
CheXFound,LR,NegBio,l2,Consolidation,0.7818864512070457
CheXFound,LR,NegBio,l2,Edema,0.8449264116940328
CheXFound,LR,NegBio,l2,Enlarged_Cardiomediastinum,0.7734798534798534
CheXFound,LR,NegBio,l2,Fracture,0.6961665169212339
CheXFound,LR,NegBio,l2,Lung_Lesion,0.7512947559581195
CheXFound,LR,NegBio,l2,Lung_Opacity,0.7211243528377453
CheXFound,LR,NegBio,l2,Pleural_Effusion,0.9012657509365422
CheXFound,LR,NegBio,l2,Pneumonia,0.6663513203214696
CheXFound,LR,NegBio,l2,Pneumothorax,0.8198436969079171
CheXFound,LR,NegBio,l2,Pleural_Other,0.7586141791749269
CheXFound,LR,NegBio,l2,Support_Devices,0.7896762342135478
CheXFound,LR,NegBio,l2,No_Finding,0.7750789322617682
MedSigLIP,XGB,1pct,l2,Atelectasis,0.7586855558755762
MedSigLIP,XGB,1pct,l2,Cardiomegaly,0.8073210657033191
MedSigLIP,XGB,1pct,l2,Consolidation,0.7097981152083874
MedSigLIP,XGB,1pct,l2,Edema,0.8380635011087298
MedSigLIP,XGB,1pct,l2,Enlarged_Cardiomediastinum,0.591062271062271
MedSigLIP,XGB,1pct,l2,Fracture,0.6322701250146044
MedSigLIP,XGB,1pct,l2,Lung_Lesion,0.557775140646976
MedSigLIP,XGB,1pct,l2,Lung_Opacity,0.7079184031585875
MedSigLIP,XGB,1pct,l2,Pleural_Effusion,0.8885467842160756
MedSigLIP,XGB,1pct,l2,Pneumonia,0.6170122403726651
MedSigLIP,XGB,1pct,l2,Pneumothorax,0.7572205232755691
MedSigLIP,XGB,1pct,l2,Pleural_Other,0.48845954356846477
MedSigLIP,XGB,1pct,l2,Support_Devices,0.8071092666926416
MedSigLIP,XGB,1pct,l2,No_Finding,0.7716856368563687
MedSigLIP,s2,10pct,raw,Atelectasis,0.7807639688940093
MedSigLIP,s2,10pct,raw,Cardiomegaly,0.8303299277489274
MedSigLIP,s2,10pct,raw,Consolidation,0.7655415274415254
MedSigLIP,s2,10pct,raw,Edema,0.8599036210249866
MedSigLIP,s2,10pct,raw,Enlarged_Cardiomediastinum,0.6616849816849818
MedSigLIP,s2,10pct,raw,Fracture,0.6965767028858512
MedSigLIP,s2,10pct,raw,Lung_Lesion,0.7156293952180028
MedSigLIP,s2,10pct,raw,Lung_Opacity,0.7218785796105384
MedSigLIP,s2,10pct,raw,Pleural_Effusion,0.9154216299885591
MedSigLIP,s2,10pct,raw,Pneumonia,0.7143406382160707
MedSigLIP,s2,10pct,raw,Pneumothorax,0.8742779476724429
MedSigLIP,s2,10pct,raw,Pleural_Other,0.7844917012448133
MedSigLIP,s2,10pct,raw,Support_Devices,0.8682257640694798
MedSigLIP,s2,10pct,raw,No_Finding,0.7989485094850949
CXR_Foundation,s2,CheXpert,raw,Atelectasis,0.7976940524193549
CXR_Foundation,s2,CheXpert,raw,Cardiomegaly,0.8105596635809438
CXR_Foundation,s2,CheXpert,raw,Consolidation,0.7924928469957382
CXR_Foundation,s2,CheXpert,raw,Edema,0.8760947933055014
CXR_Foundation,s2,CheXpert,raw,Enlarged_Cardiomediastinum,0.6509401709401709
CXR_Foundation,s2,CheXpert,raw,Fracture,0.7142656852436032
CXR_Foundation,s2,CheXpert,raw,Lung_Lesion,0.7399349507735583
CXR_Foundation,s2,CheXpert,raw,Lung_Opacity,0.7448709512319953
CXR_Foundation,s2,CheXpert,raw,Pleural_Effusion,0.9128810821724207
CXR_Foundation,s2,CheXpert,raw,Pneumonia,0.7360228176998113
CXR_Foundation,s2,CheXpert,raw,Pneumothorax,0.8600747536527353
CXR_Foundation,s2,CheXpert,raw,Pleural_Other,0.8122082468879668
CXR_Foundation,s2,CheXpert,raw,Support_Devices,0.8696030372498028
CXR_Foundation,s2,CheXpert,raw,No_Finding,0.8041138211382113
CheXagent,XGB,CheXpert,l2,Atelectasis,0.780439948156682
CheXagent,XGB,CheXpert,l2,Cardiomegaly,0.851363174531497
CheXagent,XGB,CheXpert,l2,Consolidation,0.8185637967946539
CheXagent,XGB,CheXpert,l2,Edema,0.880226205666291
CheXagent,XGB,CheXpert,l2,Enlarged_Cardiomediastinum,0.6864468864468865
CheXagent,XGB,CheXpert,l2,Fracture,0.6916228531370487
CheXagent,XGB,CheXpert,l2,Lung_Lesion,0.775821905766526
CheXagent,XGB,CheXpert,l2,Lung_Opacity,0.7646413687212108
CheXagent,XGB,CheXpert,l2,Pleural_Effusion,0.9294086636606321
CheXagent,XGB,CheXpert,l2,Pneumonia,0.775560383752224
CheXagent,XGB,CheXpert,l2,Pneumothorax,0.9028882093102277
CheXagent,XGB,CheXpert,l2,Pleural_Other,0.854236903526971
CheXagent,XGB,CheXpert,l2,Support_Devices,0.9071427924213732
CheXagent,XGB,CheXpert,l2,No_Finding,0.8229593495934959
BioViL-T,XGB,5pct,pca95,Atelectasis,0.5358582949308756
BioViL-T,XGB,5pct,pca95,Cardiomegaly,0.6449396026191013
BioViL-T,XGB,5pct,pca95,Consolidation,0.5208687648812501
BioViL-T,XGB,5pct,pca95,Edema,0.5914918920258168
BioViL-T,XGB,5pct,pca95,Enlarged_Cardiomediastinum,0.6017094017094018
BioViL-T,XGB,5pct,pca95,Fracture,0.5007243836896834
BioViL-T,XGB,5pct,pca95,Lung_Lesion,0.495945411392405
BioViL-T,XGB,5pct,pca95,Lung_Opacity,0.5245399819648559
BioViL-T,XGB,5pct,pca95,Pleural_Effusion,0.6302465396953585
BioViL-T,XGB,5pct,pca95,Pneumonia,0.48378530618813875
BioViL-T,XGB,5pct,pca95,Pneumothorax,0.6951410125722052
BioViL-T,XGB,5pct,pca95,Pleural_Other,0.49727697095435686
BioViL-T,XGB,5pct,pca95,Support_Devices,0.5853773456683853
BioViL-T,XGB,5pct,pca95,No_Finding,0.6301192411924119
CheXFound,s2,10pct,raw,Atelectasis,0.7573084677419355
CheXFound,s2,10pct,raw,Cardiomegaly,0.8315717430571234
CheXFound,s2,10pct,raw,Consolidation,0.7615798635426879
CheXFound,s2,10pct,raw,Edema,0.849571993112248
CheXFound,s2,10pct,raw,Enlarged_Cardiomediastinum,0.5964835164835165
CheXFound,s2,10pct,raw,Fracture,0.671620516415469
CheXFound,s2,10pct,raw,Lung_Lesion,0.7767449015471167
CheXFound,s2,10pct,raw,Lung_Opacity,0.6781360434793205
CheXFound,s2,10pct,raw,Pleural_Effusion,0.8937736949547973
CheXFound,s2,10pct,raw,Pneumonia,0.6425972121634791
CheXFound,s2,10pct,raw,Pneumothorax,0.8417940876656473
CheXFound,s2,10pct,raw,Pleural_Other,0.7451698651452282
CheXFound,s2,10pct,raw,Support_Devices,0.7991899459057836
CheXFound,s2,10pct,raw,No_Finding,0.7710298102981028
Early_Fusion,LR,1pct,l2,Atelectasis,0.7182099654377879
Early_Fusion,LR,1pct,l2,Cardiomegaly,0.8052607812147211
Early_Fusion,LR,1pct,l2,Consolidation,0.7202024850437183
Early_Fusion,LR,1pct,l2,Edema,0.8560881037622486
Early_Fusion,LR,1pct,l2,Enlarged_Cardiomediastinum,0.5364102564102564
Early_Fusion,LR,1pct,l2,Fracture,0.6051875219067648
Early_Fusion,LR,1pct,l2,Lung_Lesion,0.6913018635724332
Early_Fusion,LR,1pct,l2,Lung_Opacity,0.7047939362920718
Early_Fusion,LR,1pct,l2,Pleural_Effusion,0.8881542050833388
Early_Fusion,LR,1pct,l2,Pneumonia,0.5918117360943466
Early_Fusion,LR,1pct,l2,Pneumothorax,0.819843696907917
Early_Fusion,LR,1pct,l2,Pleural_Other,0.6244164937759337
Early_Fusion,LR,1pct,l2,Support_Devices,0.7489285358317552
Early_Fusion,LR,1pct,l2,No_Finding,0.7890677506775068
MedSigLIP,s4,CheXpert,raw,Atelectasis,0.742797641716129
MedSigLIP,s4,CheXpert,raw,Cardiomegaly,0.7570622104052542
MedSigLIP,s4,CheXpert,raw,Consolidation,0.6594933930274914
MedSigLIP,s4,CheXpert,raw,Edema,0.7915483158149096
MedSigLIP,s4,CheXpert,raw,Enlarged_Cardiomediastinum,0.7152772090576887
MedSigLIP,s4,CheXpert,raw,Fracture,0.6889834016543476
MedSigLIP,s4,CheXpert,raw,Lung_Lesion,0.6721079432082084
MedSigLIP,s4,CheXpert,raw,Lung_Opacity,0.7059146835553248
MedSigLIP,s4,CheXpert,raw,Pleural_Effusion,0.809642581515742
MedSigLIP,s4,CheXpert,raw,Pneumonia,0.7380874248159531
MedSigLIP,s4,CheXpert,raw,Pneumothorax,0.8147773819272739
MedSigLIP,s4,CheXpert,raw,Pleural_Other,0.8244307236776249
MedSigLIP,s4,CheXpert,raw,Support_Devices,0.8017626243185031
MedSigLIP,s4,CheXpert,raw,No_Finding,0.8068970189701896
CXR_Foundation,XGB,NegBio,raw,Atelectasis,0.7907443595665306
CXR_Foundation,XGB,NegBio,raw,Cardiomegaly,0.8054774324335152
CXR_Foundation,XGB,NegBio,raw,Consolidation,0.8048281827475033
CXR_Foundation,XGB,NegBio,raw,Edema,0.8570472066479775
CXR_Foundation,XGB,NegBio,raw,Enlarged_Cardiomediastinum,0.708034188034188
CXR_Foundation,XGB,NegBio,raw,Fracture,0.7260032943995208
CXR_Foundation,XGB,NegBio,raw,Lung_Lesion,0.7323610519471785
CXR_Foundation,XGB,NegBio,raw,Lung_Opacity,0.731361727068477
CXR_Foundation,XGB,NegBio,raw,Pleural_Effusion,0.9087807923714383
CXR_Foundation,XGB,NegBio,raw,Pneumonia,0.7228105625717566
CXR_Foundation,XGB,NegBio,raw,Pneumothorax,0.8988447162759088
CXR_Foundation,XGB,NegBio,raw,Pleural_Other,0.7740489002171246
CXR_Foundation,XGB,NegBio,raw,Support_Devices,0.848849598163031
CXR_Foundation,XGB,NegBio,raw,No_Finding,0.8053038379530917
CheXagent,XGB,5pct,pca95,Atelectasis,0.7564624135944701
CheXagent,XGB,5pct,pca95,Cardiomegaly,0.8409418040189659
CheXagent,XGB,5pct,pca95,Consolidation,0.737069569219072
CheXagent,XGB,5pct,pca95,Edema,0.8172515887665226
CheXagent,XGB,5pct,pca95,Enlarged_Cardiomediastinum,0.5557264957264958
CheXagent,XGB,5pct,pca95,Fracture,0.6768197219301321
CheXagent,XGB,5pct,pca95,Lung_Lesion,0.7382867440225035
CheXagent,XGB,5pct,pca95,Lung_Opacity,0.7161804489288587
CheXagent,XGB,5pct,pca95,Pleural_Effusion,0.8899208111806538
CheXagent,XGB,5pct,pca95,Pneumonia,0.7020287367112827
CheXagent,XGB,5pct,pca95,Pneumothorax,0.8481821270812097
CheXagent,XGB,5pct,pca95,Pleural_Other,0.754149377593361
CheXagent,XGB,5pct,pca95,Support_Devices,0.8583492656053205
CheXagent,XGB,5pct,pca95,No_Finding,0.7760921409214092
CheXFound,XGB,NegBio,raw,Atelectasis,0.7481168946526915
CheXFound,XGB,NegBio,raw,Cardiomegaly,0.8228007339567158
CheXFound,XGB,NegBio,raw,Consolidation,0.6748643548006605
CheXFound,XGB,NegBio,raw,Edema,0.8476046255506609
CheXFound,XGB,NegBio,raw,Enlarged_Cardiomediastinum,0.6268620268620269
CheXFound,XGB,NegBio,raw,Fracture,0.5701307776779475
CheXFound,XGB,NegBio,raw,Lung_Lesion,0.7223729345559715
CheXFound,XGB,NegBio,raw,Lung_Opacity,0.706862362020123
CheXFound,XGB,NegBio,raw,Pleural_Effusion,0.9013395391077308
CheXFound,XGB,NegBio,raw,Pneumonia,0.6869253731343283
CheXFound,XGB,NegBio,raw,Pneumothorax,0.8331634386680259
CheXFound,XGB,NegBio,raw,Pleural_Other,0.6864910790144435
CheXFound,XGB,NegBio,raw,Support_Devices,0.7879127439724455
CheXFound,XGB,NegBio,raw,No_Finding,0.7807835820895522
CXR_Foundation,XGB,10pct,pca95,Atelectasis,0.7433035714285714
CXR_Foundation,XGB,10pct,pca95,Cardiomegaly,0.7658225615263039
CXR_Foundation,XGB,10pct,pca95,Consolidation,0.6999539806718822
CXR_Foundation,XGB,10pct,pca95,Edema,0.8647225697756524
CXR_Foundation,XGB,10pct,pca95,Enlarged_Cardiomediastinum,0.691965811965812
CXR_Foundation,XGB,10pct,pca95,Fracture,0.6388363126533473
CXR_Foundation,XGB,10pct,pca95,Lung_Lesion,0.6702048171589312
CXR_Foundation,XGB,10pct,pca95,Lung_Opacity,0.6940654626989349
CXR_Foundation,XGB,10pct,pca95,Pleural_Effusion,0.9026964578145681
CXR_Foundation,XGB,10pct,pca95,Pneumonia,0.6432677950341102
CXR_Foundation,XGB,10pct,pca95,Pneumothorax,0.6763846415222562
CXR_Foundation,XGB,10pct,pca95,Pleural_Other,0.6932702282157677
CXR_Foundation,XGB,10pct,pca95,Support_Devices,0.7992714949756712
CXR_Foundation,XGB,10pct,pca95,No_Finding,0.7857723577235772
Early_Fusion,LR,10pct,l2,Atelectasis,0.7699272753456221
Early_Fusion,LR,10pct,l2,Cardiomegaly,0.8289187739896139
Early_Fusion,LR,10pct,l2,Consolidation,0.7775465695592149
Early_Fusion,LR,10pct,l2,Edema,0.8750170335592086
Early_Fusion,LR,10pct,l2,Enlarged_Cardiomediastinum,0.5053479853479853
Early_Fusion,LR,10pct,l2,Fracture,0.7895548545390817
Early_Fusion,LR,10pct,l2,Lung_Lesion,0.7663502109704642
Early_Fusion,LR,10pct,l2,Lung_Opacity,0.7394019156247716
Early_Fusion,LR,10pct,l2,Pleural_Effusion,0.9144962648899656
Early_Fusion,LR,10pct,l2,Pneumonia,0.7621666085494845
Early_Fusion,LR,10pct,l2,Pneumothorax,0.8665307509344207
Early_Fusion,LR,10pct,l2,Pleural_Other,0.7357040975103734
Early_Fusion,LR,10pct,l2,Support_Devices,0.8815092014533856
Early_Fusion,LR,10pct,l2,No_Finding,0.8163468834688347
EVA-X,i2,10pct,raw,Atelectasis,0.7474168346774194
EVA-X,i2,10pct,raw,Cardiomegaly,0.8282061413411607
EVA-X,i2,10pct,raw,Consolidation,0.728025770823746
EVA-X,i2,10pct,raw,Edema,0.8568933265612031
EVA-X,i2,10pct,raw,Enlarged_Cardiomediastinum,0.6534798534798535
EVA-X,i2,10pct,raw,Fracture,0.6106554504030844
EVA-X,i2,10pct,raw,Lung_Lesion,0.6584036568213784
EVA-X,i2,10pct,raw,Lung_Opacity,0.7057834320391899
EVA-X,i2,10pct,raw,Pleural_Effusion,0.8981593646947977
EVA-X,i2,10pct,raw,Pneumonia,0.6468800014305767
EVA-X,i2,10pct,raw,Pneumothorax,0.8958885490995583
EVA-X,i2,10pct,raw,Pleural_Other,0.7147627074688796
EVA-X,i2,10pct,raw,Support_Devices,0.8005672190861068
EVA-X,i2,10pct,raw,No_Finding,0.7823306233062332
CXR_Foundation,LR,5pct,raw,Atelectasis,0.7923297091013826
CXR_Foundation,LR,5pct,raw,Cardiomegaly,0.7918759878076315
CXR_Foundation,LR,5pct,raw,Consolidation,0.7855099141639489
CXR_Foundation,LR,5pct,raw,Edema,0.8034513087967494
CXR_Foundation,LR,5pct,raw,Enlarged_Cardiomediastinum,0.6527960927960929
CXR_Foundation,LR,5pct,raw,Fracture,0.4869494099778011
CXR_Foundation,LR,5pct,raw,Lung_Lesion,0.6490198663853727
CXR_Foundation,LR,5pct,raw,Lung_Opacity,0.7227413419122126
CXR_Foundation,LR,5pct,raw,Pleural_Effusion,0.8888384144289656
CXR_Foundation,LR,5pct,raw,Pneumonia,0.64341979381812
CXR_Foundation,LR,5pct,raw,Pneumothorax,0.8235813795446822
CXR_Foundation,LR,5pct,raw,Pleural_Other,0.6477891597510373
CXR_Foundation,LR,5pct,raw,Support_Devices,0.8202386669445376
CXR_Foundation,LR,5pct,raw,No_Finding,0.7947208672086721
CheXFound,i2,NegBio,raw,Atelectasis,0.7602860188310535
CheXFound,i2,NegBio,raw,Cardiomegaly,0.82429909537431
CheXFound,i2,NegBio,raw,Consolidation,0.7564284029252182
CheXFound,i2,NegBio,raw,Edema,0.8577668201842211
CheXFound,i2,NegBio,raw,Enlarged_Cardiomediastinum,0.6744810744810745
CheXFound,i2,NegBio,raw,Fracture,0.7043026854347609
CheXFound,i2,NegBio,raw,Lung_Lesion,0.7634912449835213
CheXFound,i2,NegBio,raw,Lung_Opacity,0.7057536387613559
CheXFound,i2,NegBio,raw,Pleural_Effusion,0.9131569985242367
CheXFound,i2,NegBio,raw,Pneumonia,0.6729092996555683
CheXFound,i2,NegBio,raw,Pneumothorax,0.8624532789670405
CheXFound,i2,NegBio,raw,Pleural_Other,0.6852953208093395
CheXFound,i2,NegBio,raw,Support_Devices,0.7989070034443169
CheXFound,i2,NegBio,raw,No_Finding,0.8053499671969823
BioViL-T,LR,10pct,l2,Atelectasis,0.6426231278801843
BioViL-T,LR,10pct,l2,Cardiomegaly,0.7255094265071121
BioViL-T,LR,10pct,l2,Consolidation,0.5234798615418476
BioViL-T,LR,10pct,l2,Edema,0.7709203077189896
BioViL-T,LR,10pct,l2,Enlarged_Cardiomediastinum,0.6364835164835165
BioViL-T,LR,10pct,l2,Fracture,0.5659305993690852
BioViL-T,LR,10pct,l2,Lung_Lesion,0.5724112165963432
BioViL-T,LR,10pct,l2,Lung_Opacity,0.538388048061222
BioViL-T,LR,10pct,l2,Pleural_Effusion,0.7548820019292461
BioViL-T,LR,10pct,l2,Pneumonia,0.5443881154833115
BioViL-T,LR,10pct,l2,Pneumothorax,0.617533129459735
BioViL-T,LR,10pct,l2,Pleural_Other,0.5159491701244814
BioViL-T,LR,10pct,l2,Support_Devices,0.6678234553247012
BioViL-T,LR,10pct,l2,No_Finding,0.6701246612466125
MedSigLIP,s2,5pct,raw,Atelectasis,0.7886934763824884
MedSigLIP,s2,5pct,raw,Cardiomegaly,0.8205012418153083
MedSigLIP,s2,5pct,raw,Consolidation,0.7860501410592449
MedSigLIP,s2,5pct,raw,Edema,0.8575746689295491
MedSigLIP,s2,5pct,raw,Enlarged_Cardiomediastinum,0.5794383394383394
MedSigLIP,s2,5pct,raw,Fracture,0.6973010865755345
MedSigLIP,s2,5pct,raw,Lung_Lesion,0.70653129395218
MedSigLIP,s2,5pct,raw,Lung_Opacity,0.7243011381638274
MedSigLIP,s2,5pct,raw,Pleural_Effusion,0.911608004127689
MedSigLIP,s2,5pct,raw,Pneumonia,0.6923812844791359
MedSigLIP,s2,5pct,raw,Pneumothorax,0.8703363914373089
MedSigLIP,s2,5pct,raw,Pleural_Other,0.7852048755186722
MedSigLIP,s2,5pct,raw,Support_Devices,0.8387956108478385
MedSigLIP,s2,5pct,raw,No_Finding,0.7873821138211383
CheXagent,LR,1pct,pca95,Atelectasis,0.6733240927419356
CheXagent,LR,1pct,pca95,Cardiomegaly,0.6605469631971099
CheXagent,LR,1pct,pca95,Consolidation,0.5938294083515077
CheXagent,LR,1pct,pca95,Edema,0.7521152583526379
CheXagent,LR,1pct,pca95,Enlarged_Cardiomediastinum,0.5600976800976801
CheXagent,LR,1pct,pca95,Fracture,0.7939946255403669
CheXagent,LR,1pct,pca95,Lung_Lesion,0.6614143811533053
CheXagent,LR,1pct,pca95,Lung_Opacity,0.6735443932636298
CheXagent,LR,1pct,pca95,Pleural_Effusion,0.787182852143482
CheXagent,LR,1pct,pca95,Pneumonia,0.6960918430299616
CheXagent,LR,1pct,pca95,Pneumothorax,0.8381243628950051
CheXagent,LR,1pct,pca95,Pleural_Other,0.5766014004149378
CheXagent,LR,1pct,pca95,Support_Devices,0.8554225600971339
CheXagent,LR,1pct,pca95,No_Finding,0.5990298102981029
EVA-X,XGB,5pct,l2,Atelectasis,0.7092363911290324
EVA-X,XGB,5pct,l2,Cardiomegaly,0.7925180627681192
EVA-X,XGB,5pct,l2,Consolidation,0.6565757618199644
EVA-X,XGB,5pct,l2,Edema,0.8079233923417118
EVA-X,XGB,5pct,l2,Enlarged_Cardiomediastinum,0.6235409035409035
EVA-X,XGB,5pct,l2,Fracture,0.5735015772870662
EVA-X,XGB,5pct,l2,Lung_Lesion,0.6120780590717299
EVA-X,XGB,5pct,l2,Lung_Opacity,0.6424386439521339
EVA-X,XGB,5pct,l2,Pleural_Effusion,0.8707124750431837
EVA-X,XGB,5pct,l2,Pneumonia,0.5628649088454352
EVA-X,XGB,5pct,l2,Pneumothorax,0.8244648318042813
EVA-X,XGB,5pct,l2,Pleural_Other,0.6006061981327802
EVA-X,XGB,5pct,l2,Support_Devices,0.7226652048240805
EVA-X,XGB,5pct,l2,No_Finding,0.7589430894308943
CheXFound,s2,NegBio,raw,Atelectasis,0.7564665127020785
CheXFound,s2,NegBio,raw,Cardiomegaly,0.8369350095750904
CheXFound,s2,NegBio,raw,Consolidation,0.8224817173861759
CheXFound,s2,NegBio,raw,Edema,0.8628479175010012
CheXFound,s2,NegBio,raw,Enlarged_Cardiomediastinum,0.7154578754578754
CheXFound,s2,NegBio,raw,Fracture,0.7278626335230108
CheXFound,s2,NegBio,raw,Lung_Lesion,0.761607963589893
