Head,Foundation_Model,Disease,AUROC,AUROC_Low,AUROC_High,AUPRC,Positives
MLP,CheXFound,Pneumothorax,0.8952769283044513,0.8326691778245953,0.9489849463852298,0.10202235559023251,15
MLP,CheXFound,Pleural_Other,0.8123379149377594,0.7721274228298797,0.8492840448314941,0.0813129063519241,32
MLP,CheXFound,Support_Devices,0.8049436858367387,0.763937167640254,0.843884912698542,0.408710462506161,127
MLP,CheXFound,No_Finding,0.7960542005420054,0.7622373827403722,0.8281713777323054,0.604110214882028,246
MLP,CheXagent,Atelectasis,0.7854712701612903,0.7447748810784763,0.8209106541189869,0.35460757812335714,128
MLP,CheXagent,Cardiomegaly,0.8469462632648453,0.8163894644031436,0.87421372656011,0.5144355196228718,172
MLP,CheXagent,Consolidation,0.8217451329558415,0.7588624537681475,0.8721140739358932,0.20126420091631028,53
MLP,CheXagent,Edema,0.8832426941516048,0.8507780635054188,0.9154535279640179,0.40690004356530224,89
MLP,CheXagent,Enlarged_Cardiomediastinum,0.7398290598290599,0.6138840943864091,0.8379439833495275,0.05526096236682226,21
MLP,CheXagent,Fracture,0.8014955018109593,0.7273212461980211,0.8736165952392426,0.2850800288662735,45
MLP,CheXagent,Lung_Lesion,0.7974244022503517,0.7344072447285525,0.8517440223108617,0.18082061259745066,48
MLP,CheXagent,Lung_Opacity,0.7644658916429041,0.7306260680057086,0.7964441603233887,0.546645840723508,291
MLP,CheXagent,Pleural_Effusion,0.9239966799021917,0.9051818964791777,0.9422515054305761,0.8166478955224199,234
MLP,CheXagent,Pneumonia,0.7861198286884293,0.7441694088440918,0.8255052966409266,0.3362045725656907,129
MLP,CheXagent,Pneumothorax,0.9489636425416242,0.8819989504016549,0.9870279083760714,0.5329586232966518,15
MLP,CheXagent,Pleural_Other,0.8472510373443983,0.8143539766056437,0.8836245131467394,0.09216371160457637,32
MLP,CheXagent,Support_Devices,0.9182606489493763,0.8928903976510659,0.9396557775858544,0.6225508432890823,127
MLP,CheXagent,No_Finding,0.831691056910569,0.8026132320364125,0.8606425843113781,0.6475897884229922,246
MLP,CXR_Foundation,Atelectasis,0.7976940524193549,0.7605294875688265,0.8326302383352534,0.37002528714683347,128
MLP,CXR_Foundation,Cardiomegaly,0.8105596635809438,0.7786027601083421,0.840108723423084,0.4461564668822433,172
MLP,CXR_Foundation,Consolidation,0.7924928469957382,0.7310503156112371,0.8480305004278249,0.198318824812802,53
MLP,CXR_Foundation,Edema,0.8760947933055014,0.8385980668031364,0.9121827124744479,0.41290590010460543,89
MLP,CXR_Foundation,Enlarged_Cardiomediastinum,0.6509401709401709,0.5189857418768462,0.7695158024238897,0.045602859016309547,21
MLP,CXR_Foundation,Fracture,0.7142656852436032,0.6308827409173592,0.7981673719382274,0.17689138778795085,45
MLP,CXR_Foundation,Lung_Lesion,0.7399349507735583,0.6594536582964267,0.8126958278796185,0.13203989345619788,48
MLP,CXR_Foundation,Lung_Opacity,0.7448709512319953,0.7113170338359764,0.7749653231638242,0.5351510914713984,291
MLP,CXR_Foundation,Pleural_Effusion,0.9128810821724207,0.889501609424379,0.931435696194714,0.7916768912316886,234
MLP,CXR_Foundation,Pneumonia,0.7360228176998113,0.6916238628619059,0.7787182208620888,0.28759240770781846,129
MLP,CXR_Foundation,Pneumothorax,0.8600747536527353,0.7784581610369192,0.9370260303401923,0.08633078359245247,15
MLP,CXR_Foundation,Pleural_Other,0.8122082468879668,0.7654171062646934,0.8602655164155585,0.08526599863389338,32
MLP,CXR_Foundation,Support_Devices,0.8696030372498028,0.8391016569707078,0.8984664922397647,0.5071425093102749,127
MLP,CXR_Foundation,No_Finding,0.8041138211382113,0.7744793154987915,0.833266168415898,0.6323215712572874,246
MLP,Early_Fusion,Atelectasis,0.7921766993087558,0.7535568696671033,0.8288700734791451,0.3690962329342094,128
MLP,Early_Fusion,Cardiomegaly,0.8525979340708963,0.823628757048509,0.8785569844553482,0.4943042231322441,172
MLP,Early_Fusion,Consolidation,0.82798775485704,0.7667048937676807,0.8780949354883072,0.1839029901249213,53
MLP,Early_Fusion,Edema,0.8751409139898171,0.8397802639976879,0.9121273823040127,0.43326273230031564,89
MLP,Early_Fusion,Enlarged_Cardiomediastinum,0.7497924297924298,0.6372882321060168,0.8414889397050588,0.12043480327392966,21
MLP,Early_Fusion,Fracture,0.8056548662226896,0.7268488753259924,0.8821933889789679,0.3949161661788237,45
MLP,Early_Fusion,Lung_Lesion,0.8093134669479607,0.7489804071599688,0.8612652840629181,0.20008029873111796,48
MLP,Early_Fusion,Lung_Opacity,0.7611561989715094,0.7282593532775022,0.7919923354841928,0.5417194607800768,291
MLP,Early_Fusion,Pleural_Effusion,0.9312930434977679,0.9119533784377154,0.9493040448789697,0.8349097499116407,234
MLP,Early_Fusion,Pneumonia,0.7965004515257995,0.7536264429778722,0.8355227341396145,0.34691332665277735,129
MLP,Early_Fusion,Pneumothorax,0.9376826367652057,0.8681731360974505,0.9829722505091649,0.41738465302650773,15
MLP,Early_Fusion,Pleural_Other,0.8749027489626556,0.8408715324129711,0.9098979631299383,0.1333642436425015,32
MLP,Early_Fusion,Support_Devices,0.9128602883212671,0.888401564779978,0.9356455202822802,0.5774650812274638,127
MLP,Early_Fusion,No_Finding,0.8317235772357724,0.8047910229805497,0.8593889157456467,0.6502103014995051,246
